year,set_name,cards_missing_images,set_adds_last_90_days,set_adds_all_time,set_unique_collectors,set_wishlist_adds
2023,2023 Finding Unicorn Marvel Infinity Saga Origin - Villains Die Cut Orange,11,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 2: Cinematic - HoloGrFX Gold,26,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 1 - HoloGrFx Orange,2,0,0,0,0
2017,2017 Upper Deck Marvel Thor Ragnarok - The Armory Memorabilia Autographed,1,0,0,0,0
2023,2023 Upper Deck Marvel Premier - Sketch Cards,1,0,0,0,0
2025,2025 Topps Marvel Comic Book Heroes 1975 Golden Anniversary - Rose Gold,100,0,0,0,1
2018,2018 Fleer Ultra X-Men - X-Men '92,10,0,0,0,0
2017,2017 Fleer Ultra Marvel Spider-Man - Milestones Printing Plate Yellow,12,0,0,0,0
2024,2024 Upper Deck Marvel Black Panther Wakanda Forever - Purple,90,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,2,0,0,0,5
2019,2019 Upper Deck Marvel Weekly - Comic Clash,1,0,0,0,0
2022,2022-23 Upper Deck Marvel Annual - Pack Wars Sketches Achievements,1,0,0,0,0
2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium - The Plot Thickens Printing Plates Yellow,10,0,0,0,0
2023,2023 Upper Deck Spider-Man: No Way Home - In Action Red Foil Autograph,8,0,0,0,0
2023,2023 Upper Deck Funko Pop Marvel Infinity Saga - Red Glitter,100,0,0,0,0
2025,2025 Topps Chrome Marvel - Future Stars Black,8,0,0,0,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Purely Periodic,70,0,0,0,0
2026,Superfractor 1/135,1,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Printing Plates Yellow,90,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Printing Plates Black,103,0,0,0,0
2012,2012 Upper Deck Marvel Premier - Three Panel Sketches,1,0,0,0,0
2013,2013 Upper Deck Marvel Now! - Foil,2,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Cosmic Red & Gold,90,0,0,0,0
2023,2023 Upper Deck Marvel Platinum - Creator Art Variant Auto Blue Rainbow,10,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - The Disappeared Printing Plates Magenta,36,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Comic Clippings Coinage,40,0,0,0,0
2019,2019 Upper Deck Marvel Deadpool - Dead Glass,9,0,0,0,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Comic Cuts,13,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 1 - High Gloss,4,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Rainbow Variants Printing Plates Black,18,0,0,0,0
2024,2024 Finding Unicorn Marvel Comics Universe Evolution - Graffiti Vehicles,13,0,0,0,0
2023,2023 Upper Deck Marvel Hawkeye - Trick Shots Silver,15,0,0,0,0
2025,2025 Topps Mint Marvel - Printing Plates Cyan,14,0,0,0,0
2018,2018 Upper Deck Marvel Ant-Man and the Wasp - Tiny Tech Printing Plates Cyan,15,0,0,0,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Blue Swirl,87,0,0,0,0
2019,2019 Upper Deck Marvel Spider-Man Far From Home - Sights and Sounds Achievements,5,0,0,0,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Screen Queens,15,0,0,0,0
2026,Screen Moments - Orange,20,0,0,0,0
2026,Tribute to 1996 Finest Phenoms - Red Refractor,100,0,0,0,0
2018,2018 Upper Deck Marvel's The Defenders - Acetate,100,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Chapters Autographs,38,0,0,0,0
2023,2023 Panini Marvel Spider-Man Welcome to the Spider-Verse Sticker Collection - Limited Edition Cards,1,0,0,0,0
2026,Finest Timelines - Red,10,0,0,0,0
2023,2023 Upper Deck Marvel Platinum - Cover Variant Printing Plates Yellow,100,0,0,0,0
2025,2025 Kakawow Aura Marvel - The Legend of Iron Man Green,7,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Rainbow Variants Printing Plates Yellow,18,0,0,0,0
2023,2023 Upper Deck Marvel Loki Season 1 - Yellow,90,0,0,0,0
1994,1994 Ultra X-Men - Sega Game Gear,1,0,0,0,0
2025,2025 Kakawow Aura Marvel - Marvel 80s Legends Black,10,0,0,0,0
2022,2022 Panini Marvel Versus - Limited Edition,1,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - Top 10 Story Arcs Printing Plates Yellow,10,0,0,0,0
2022,2022 Upper Deck Spider-Man: Into the Spider-Verse - Spider-Sigs Action Printing Plates Yellow,2,0,0,0,0
2023,2023 Upper Deck Marvel Loki Season 1 - For All Time. Always Printing Plates Magenta,18,0,0,0,0
2015,2015 Rittenhouse Marvel The Avengers Silver Age - Tales of Suspense,41,0,0,0,0
2024,2024 Topps Chrome Marvel - Topps Patrimony Black Wave Refractor,10,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Infinity Stones Time Stone,20,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - 1970s Classic Sitcom Signatures,5,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - The Disappeared Printing Plates Cyan,36,0,0,0,0
2025,2025 Topps Chrome Marvel - The One and Only,5,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - Top 10 Issues Printing Plates Cyan,10,0,0,0,0
2019,2019 Upper Deck Marvel Premier - Blue,3,0,0,0,0
2012,2012 Upper Deck Marvel Beginnings S2 - Sketch Cards,1,0,0,0,0
2015,2015 Rittenhouse Marvel: Agents of S.H.I.E.L.D. Season 2 - Autographs Bordered,1,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 2: Cinematic - 1995 Collectors Choice SE Retros Super Script,28,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Spectromatic Stickers Blue,30,0,0,0,0
2025,2025 Topps Chrome Marvel - Indestructible Superfractor,10,0,0,0,0
1992,1992 Impel The Uncanny X-Men - Jim Lee Autographs,2,0,0,0,0
2015,2015 Upper Deck Marvel Vibranium - Universal Heroes Printing Plates Cyan,20,0,0,0,0
2018,2018 Upper Deck Marvel Black Panther - Precious Metal Gems Purple,2,0,0,0,0
1995,1995 Flair Marvel Annual - Promos,1,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Guardian Graphs Triples Printing Plates Cyan,3,0,0,0,0
2024,2024 Finding Unicorn Marvel Comics Universe Evolution - Comics Puzzle E,9,0,0,0,0
2023,2023 Upper Deck Funko Pop Marvel Infinity Saga - Clear Cut,88,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,90,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - Galactic Garb Quad Memorabilia,10,0,0,0,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Comic Cuts Covers,9,0,0,0,0
2025,2025 Kakawow Aura Marvel - Villains of Marvel Gold,10,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - S1 Season Limited White,22,0,0,0,0
2018,2018 Upper Deck Marvel Avengers Infinity War - Infinity Stones Mind Die Cut,5,0,0,0,0
2018,2018 Upper Deck Marvel Avengers Infinity War - Infinity Stones Precious Stone Relics Space Stone,1,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Canvas Gallery Printing Plates Cyan,10,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Spectromatic Stickers Gold,30,0,0,0,0
2023,2023 Upper Deck Funko Pop Marvel Infinity Saga - Funko Art Chase Sticker Rainbow,15,0,0,0,0
2018,2018 Fleer Ultra X-Men - Red Foil Canvas,27,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Spectromatic Stickers Green,30,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Medallions Green,29,0,0,0,0
2014,2014 Upper Deck Marvel Premier - Gold Spectrum,9,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel X-Men - Comic Cuts Masterworks Clipping Autographs,18,0,0,0,0
2019,2019 Flair Marvel - Flairium Achievements,1,0,0,0,0
2023,2023 Upper Deck Marvel Hawkeye - Hitting the Target,20,0,0,0,0
2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man - Joyfulness Gold,8,0,0,0,0
2023,2023 Upper Deck Marvel Thor Love and Thunder - New Asgard,10,0,0,0,0
2007,2007 Rittenhouse Spider-Man 3 - The Goblin,2,0,0,0,0
2023,2023 Upper Deck Marvel Hawkeye - Trick Shots Gold,15,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 Walmart/Hanes - Character Die Cuts,10,0,0,0,0
2023,2023 Fleer Throwbacks '89 Marvel Edition - All-Star Achievements,2,0,0,0,0
2026,Finest Autographs - Orange Refractor,13,0,0,0,0
2023,2023 Upper Deck Spider-Man: No Way Home - Public Enemy #1 Gold Foil,10,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces '92 Platinum - Fantastic Covers Printing Plate Achievements Yellow,10,0,0,0,0
2017,2017 Fleer Ultra Marvel Spider-Man - Deadpool Across America Printing Plate Cyan,10,0,0,0,0
2017,2017 Upper Deck Marvel Annual - Comic Patches,1,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Medallions Sappire Blue,41,0,0,0,0
2023,2023 Upper Deck Spider-Man: No Way Home - In Action Red Foil,15,0,0,0,0
2025,2025 Topps Chrome Sapphire Edition Marvel Studios - Purple Sapphire,100,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - Suburban Synthezoid Printing Plates Magenta,6,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Team Affiliations Green Foil,3,0,0,0,0
2015,2015 Bulls-i-Toy Marvel's Avengers: Age of Ultron Dog Tags & Sticker Set - Foil Tags,6,0,0,0,0
2010,2010 Rittenhouse 70 Years of Marvel Comics - 2010 Rittenhouse 70 Years of Marvel Comics,71,0,0,0,0
2017,2017 Fleer Ultra Marvel Spider-Man - Comic Cut Panel,8,0,0,0,0
2024,2024 Finding Unicorn Marvel Comics Universe Evolution - Blue,100,0,0,0,0
2016,2016 Upper Deck Marvel Gems - Emma Frost Diamond Skin Quad,12,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel Spider-Man - Gold Bullion Achievements,8,0,0,0,0
2014,2014 Rittenhouse Marvel 75th Anniversary - Sapphire,4,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Red Prism,24,0,0,0,0
2025,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections Padparadscha,10,0,0,0,0
2015,2015 Upper Deck Marvel Vibranium - Printing Plates Cyan,90,0,0,0,0
2017,2017 Upper Deck Marvel Annual - Comic Patches Dual,1,0,0,0,1
2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Head to Head Comic Clippings,71,0,0,0,0
2026,Base Tribute to 1996 Finest Phenoms,100,0,0,0,0
1995,1995 Fleer Ultra X-Men - Capcom Luck of the Drawn,5,0,0,0,0
2014,2014 Rittenhouse Marvel Universe - Shadowbox,1,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - Rivals Refractor,37,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Spectromatic Green,20,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Cosmic Catastrophe Printing Plates Yellow,24,0,0,0,0
2010,2010 Rittenhouse Marvel Heroes and Villains - Alliances,17,0,0,0,0
2012,2012 Upper Deck Marvel Beginnings S3 - Prime Micromotion,60,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Symmetry Autographs Printing Plates Black,14,0,0,0,0
2020,2020 Upper Deck Marvel Avengers Endgame & Captain Marvel - Captain Marvel Sketch Artists,1,0,0,0,0
2026,Superfractor 1/136,1,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - Top 10 Heroes Printing Plates Cyan,10,0,0,0,0
2000,2000 Topps X-Men The Movie - X-Foil,6,0,0,0,0
2023,2023 Upper Deck Marvel Hawkeye - Trick Shots Green,15,0,0,0,0
2007,2007 SkyBox Marvel Masterpieces - Ashcan Art Adams,3,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - Thunderbolts Red Refractor,25,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Printing Plates Yellow,90,0,0,0,0
2013,2013 Fleer Retro Marvel - Jambalaya,21,0,0,0,0
2023,2023 Upper Deck Marvel Doctor Strange in the Multiverse of Madness - America's Allies,10,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - One Last Ride Green Speckle,7,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Yellow Taxi,15,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - 1st Appearances Printing Plates Cyan,15,0,0,0,0
2022,2022 Upper Deck Spider-Man: Into the Spider-Verse - Spider-Sigs Torso,2,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Colors and Contours Green,15,0,0,0,0
2017,2017 Fleer Ultra Marvel Spider-Man - Marvel Metal Precious Metal Gems Green,2,0,0,0,0
2024,2024 Topps Chrome Marvel - Black Wave Refractor,100,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Sketch Artists,23,0,0,0,0
2023,2023-24 Upper Deck Marvel Annual - Printing Plates Yellow,100,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Team Affiliations Gold Spectrum Foil,10,0,0,0,0
2011,2011 Rittenhouse Marvel: Dangerous Divas - Embrace,10,0,0,0,0
2026,Superfractor 1/103,1,0,0,0,0
2014,2014 Rittenhouse Marvel: Dangerous Divas 2 - Sultry Seductresses,10,0,0,0,0
2026,Superfractor 1/170,1,0,0,0,0
2016,2016 Upper Deck Marvel Masterpieces - Printing Plates Yellow,90,0,0,0,0
2025,2025 Kakawow Cosmos Marvel - Quad Script Art Green,2,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 1 - 1995 Collectors Choice SE Retros,30,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 1 - +Footage Gold,12,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Who Will Wield the Shield? Printing Plates Black,4,0,0,0,0
2026,Superfractor 1/38,1,0,0,0,0
2015,2015 Upper Deck Marvel 3D - Lenticular 3D,18,0,0,0,0
2015,2015 Rittenhouse Marvel: Agents of S.H.I.E.L.D. Season 2 - Autographs Full-Bleed,1,0,0,0,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Green Racer,88,0,0,0,0
2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium - 2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,100,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - Commemorative Skin White,37,0,0,0,0
2023,2023 Upper Deck Marvel Premier - Purple Foil,50,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel X-Men - Purple FX,99,0,0,0,0
2009,2009 Rittenhouse X-Men Archives - Case Toppers,2,0,0,0,0
2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man - USR,45,0,0,0,0
2020,2020 Upper Deck Marvel Ages - Metal Relics Bronze,2,0,0,0,0
2026,Quad Autographs - SuperFractor,2,0,0,0,0
2019,2019-20 Upper Deck Marvel Annual - Future Watch Heroes Printing Plates Magenta,5,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Night Adventures Silver,10,0,0,0,0
2023,2023 Upper Deck Funko Pop Marvel Infinity Saga - Shorts Chase Sticker,35,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - 1988,26,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 2: Cinematic - Fee Fi Foes,8,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - S1 Season Reward White,37,0,0,0,0
2016,2016 Upper Deck Marvel Gems - Sapphire,5,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - Groot's Roots Wood,10,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 1 - Lunchbox Legends Gold,15,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces '92 Platinum - Battle Spectrum Printing Plate Achievements Magenta,5,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - Purple Foil,90,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Ensemble Printing Plates Yellow,15,0,0,0,0
2024,2024 Upper Deck Marvel Spider-Man Renditions - Printing Plates Cyan,90,0,0,0,0
2024,2024 Upper Deck Marvel Beginnings Volume 2 Series 2 - Comic Clippings,68,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Night Adventures Printing Plate Achievements Black,10,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - Rivals Refractor Orange,37,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - X-23 Blue Foil,10,0,0,0,0
2025,2025 Topps Chrome Marvel - Topps Patrimony Black Refractor,5,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces '92 Platinum - Variant Cover Printing Plate Achievements Magenta,100,0,0,0,0
2025,2025 Kakawow Aura Marvel - The Legend of Spider-Man Green,3,0,0,0,0
2024,2024 SkyBox Marvel Masterpieces XL - Holofoil Speckle,15,0,0,0,0
2018,2018 Upper Deck Marvel Ant-Man and the Wasp - 2018 Upper Deck Marvel Ant-Man and the Wasp,2,0,0,0,0
2025,2025 Kakawow Aura Marvel - Script Art Single Red,21,0,0,0,0
2007,2007 Rittenhouse Spider-Man 3 - Spider-Man Black Costume,4,0,0,0,0
1997,1997 Fleer/SkyBox X-Men 2099 Oasis - Chromium,75,0,0,0,0
2023,2023 Upper Deck Marvel Loki Season 1 - Alligator Loki,90,0,0,0,0
2016,2016 Upper Deck Marvel Doctor Strange - Astral Projections,15,0,0,0,0
2023,2023 Upper Deck Marvel Platinum - Orange Rainbow Autographs,92,0,0,0,0
2023,2023 Upper Deck Marvel Anime Vol. 2 - Capsule Cards Street Level Event,5,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - 2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2,29,0,0,0,0
2008,2008 Rittenhouse Iron Man - Iron Man Archives (Tales of Suspense),8,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Ensemble Red Autographs,10,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Holofoil Diamonds,16,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - Family of Oddballs Silver Foil,12,0,0,0,0
2021,2021-22 Upper Deck Marvel Annual - Battle Booklet Sketches Makkari vs. Quicksilver,1,0,0,0,0
2015,2015 Upper Deck Marvel Vibranium - In Memoriam Printing Plates Cyan,20,0,0,0,0
2020,2020 SkyBox Marvel Masterpieces - Gold Foil,100,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - Top 10 Issues Printing Plates Yellow,10,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Top Secret Minis Blank Back,97,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel Spider-Man - Precious Metal Gems Green,172,0,0,0,0
2026,Superfractor 1/176,1,0,0,0,0
2024,2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections,2,0,0,0,0
2024,2024 Topps Chrome Marvel - Mask Off Red Refractor,7,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - Warped Reality Autos,6,0,0,0,0
2026,Fantastic Science Autographs,12,0,0,0,0
2023,2023 Upper Deck Marvel Platinum - Green Rainbow Autographs,139,0,0,0,0
2025,2025 Kakawow Aura Marvel - Marvel 80s Legends Orange,6,0,0,0,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Blue,50,0,0,0,0
2021,2021-22 Upper Deck Marvel Annual - Printing Plates Yellow,100,0,0,0,0
2024,2024 Finding Unicorn Marvel Comics Universe Evolution - Ages,20,0,0,0,0
2023,2023 Flair Marvel - Twilight,75,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Printing Plates Yellow,90,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Turning Points Holograms,13,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - Welcome to Westview Printing Plates Black,15,0,0,0,0
2026,Topps Finest Fantastic Four 65th Anniversary Relic,10,0,0,0,0
2023,2023 Upper Deck Marvel Doctor Strange in the Multiverse of Madness - Ensemble Autographs,16,0,0,0,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Medallions Opal Black,50,0,0,0,0
2025,2025 Kakawow Aura Marvel - Marvel 80s Legends Silver,1,0,0,0,0
2020,2020 Upper Deck Marvel Weekly - Achievements,9,0,0,0,0
2017,2017 Upper Deck Marvel Thor Ragnarok - Grandmaster's Prized Possessions Autographed Chain Dual,3,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel X-Men - Planet Metal Gold,36,0,0,0,0
2026,Dual Autographs - Black,6,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Orange Foil,46,0,0,0,0
2015,2015 Upper Deck Marvel Ant-Man - Pym Particles Triple Character Memorabilia,8,0,0,0,0
2020,2020 Upper Deck Marvel Anime - Capsule Characters Mini Red,50,0,0,0,0
2023,2023 Finding Unicorn Marvel Infinity Saga Origin - Comic Covers,20,0,0,0,0
2013,2013 Rittenhouse Marvel Greatest Battles - Gold,27,0,0,0,0
2015,2015 Rittenhouse Marvel: Agents of S.H.I.E.L.D. Season 1 - Allegiance,18,0,0,0,0
2026,All For Four,22,0,0,0,0
2024,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,79,0,0,0,0
2024,2024 Topps Chrome Marvel - Marvel 90s SuperFractor,2,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - Printing Plates Cyan,100,0,0,0,0
2014,2014 Upper Deck Marvel Premier - Emotion,16,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Blue Line,37,0,0,0,0
1996,1996 Comic Images Conan: The Marvel Years - Conan the Savage,3,0,0,0,3
2024,2024 Fleer Ultra Matriarchs of Marvel - Medallions Ruby Red,50,0,0,0,0
2023,2023 Upper Deck Marvel What If…? - Flagship Printing Plates Black,39,0,0,0,0
2022,2022 Upper Deck Spider-Man: Into the Spider-Verse - Spider-Sigs Action Printing Plates Black,2,0,0,0,0
2024,2024 SkyBox Marvel Masterpieces XL - Holofoil Kaleidoscope,15,0,0,0,0
2024,2024 Upper Deck Marvel Spider-Man Renditions - Sketch Artists,1,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 1 - Printing Plates Yellow,100,0,0,0,0
2023,2023 Flair Marvel - Midnight,90,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - Top 10 Issues Printing Plates Black,10,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - Purple,3,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - Suburban Synthezoid Printing Plates Cyan,6,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - S1 Season Commemorative White,32,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - Black and White,50,0,0,0,0
2024,2024 Upper Deck Marvel Beginnings Volume 2 Series 2 - Printing Plates Cyan,100,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - White,37,0,0,0,0
2026,Superfractor 1/187,1,0,0,0,0
2019,2019 Upper Deck Marvel Studios The First Ten Years - Sketch Artists,1,0,0,0,0
2023,2023 Upper Deck Marvel Platinum - Cover Variant Printing Plates Black,185,0,0,0,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Women of the Web,5,0,0,0,0
2023,2023 Finding Unicorn Marvel’s Avengers 60th Anniversary - Red,63,0,0,0,0
2026,Sketch Cards,116,0,0,0,0
2014,2014 Upper Deck Marvel Premier - Code Name Printing Plates Magenta,42,0,0,0,0
2017,2017 Upper Deck Marvel Premier - Gold,3,0,0,0,0
2017,2017 Upper Deck Marvel Annual - Pack Wars Character Achievements,5,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Artist Spotlight Printing Plates Yellow,10,0,0,0,0
2024,2024 Topps Chrome Sapphire Edition Marvel - Black Sapphire,2,0,0,0,0
2021,2021-22 Upper Deck Marvel Annual - Magenta,100,0,0,0,0
2026,Superfractor 1/199,1,0,0,0,0
2023,2023 Upper Deck Marvel Anime Vol. 2 - Kodomomuke Artist Autographs,8,0,0,0,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Strange Tales Purple,18,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - New Avengers Logo Variation Black Refractor,25,0,0,0,0
2026,Superfractor 1/172,1,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel Spider-Man - Sketches,54,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 1 - UD Canvas Black and White,24,0,0,0,0
2018,2018 Upper Deck Marvel Avengers Infinity War - Strip Mined Metals,3,0,0,0,0
2025,2025 Topps Marvel Comic Book Heroes 1975 Golden Anniversary - Gold Raywave,100,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Magenta High Series Achievements,50,0,0,0,0
2026,Superfractor 1/139,1,0,0,0,0
2017,2017 Upper Deck Marvel Annual - Printing Plate Magenta,100,0,0,0,0
2012,2012 Upper Deck Marvel Premier - Four Panel Sketches,1,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Aliases Green Foil,6,0,0,0,0
2023,2023 Upper Deck Marvel Platinum - Creator Art Variant Blue Rainbow,10,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces '92 Platinum - Corner Box Creations Printing Plate Achievements Black,20,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Red,75,0,0,0,0
2023,2023 Upper Deck Marvel Loki Season 1 - TVA’s Mission Printing Plates Magenta,10,0,0,0,0
2017,2017 Upper Deck Marvel Cinematic Universe - 2017 Upper Deck Marvel Cinematic Universe,78,0,0,0,0
2023,2023 Upper Deck Marvel Hawkeye - Put a Bow On It Achievements,9,0,0,0,0
2024,2024 Fleer Throwbacks '59-63 Marvel Edition - Printing Plate Yellow,30,0,0,0,0
2023,2023 Upper Deck Marvel Moon Knight - Fist of Vengeance Sand,20,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Artist Spotlight Green Foil,8,0,0,0,0
2022,"2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Flipped FX Printing Plates Yellow",90,0,0,0,0
2016,2016 Upper Deck Marvel Masterpieces - What If... - Printing Plates Cyan,90,0,0,0,0
2026,Superfractor 1/138,1,0,0,0,0
2022,2022 Upper Deck Spider-Man: Into the Spider-Verse - Spider P.I.,4,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - Fantastic Four: First Steps Superfractor,11,0,0,0,0
2017,2017 Fleer Ultra Marvel Spider-Man - Royal Foil Pattern 2,1,0,0,0,0
2026,Superfractor 1/28,1,0,0,0,0
2023,2023 Upper Deck Marvel Platinum - Creator Art Variant Purple Rainbow,10,0,0,0,0
2017,2017 Upper Deck Marvel Spider-Man Homecoming - Friend or Foe Printing Plate Cyan,9,0,0,0,0
2026,Superfractor 1/171,1,0,0,0,0
2026,Superfractor 1/197,1,0,0,0,0
2023,2023 Upper Deck Marvel Moon Knight - Balance the Scales,20,0,0,0,0
