Set Number,Set Year,Main Set Name,Sub Set Name
4763,2011,2011 Upper Deck Marvel Beginnings S1,X-Men Die Cut
4764,2012,2012 Upper Deck Marvel Beginnings S2,X-Men Hologram
4765,2013,2013 Fleer Retro Marvel ,Ultra X-Men
4766,2013,2013 Rittenhouse Marvel Greatest Battles,Avengers Vs X-Men
4767,2014,2014 Rittenhouse Marvel 75th Anniversary,X-Men Evolution
4768,2014,2014 Rittenhouse Marvel 75th Anniversary,X-Men Evolution Gold
4769,2015,2015 Fleer Retro Marvel,1992 Impel Uncanny X-Men
4770,2015,2015 Fleer Retro Marvel,1992 Impel Uncanny X-Men Printing Plate Black
4771,2015,2015 Fleer Retro Marvel,1992 Impel Uncanny X-Men Printing Plate Cyan
4772,2015,2015 Fleer Retro Marvel,1992 Impel Uncanny X-Men Printing Plate Magenta
4773,2015,2015 Fleer Retro Marvel,1992 Impel Uncanny X-Men Printing Plate Yellow
4774,2015,2015 Fleer Retro Marvel,Autographs 1992 Impel Uncanny X-Men
4775,2018,2018 Fleer Ultra X-Men,Achievements
4776,2018,2018 Fleer Ultra X-Men,Buybacks 1994
4777,2018,2018 Fleer Ultra X-Men,Buybacks 1995
4778,2018,2018 Fleer Ultra X-Men,Comic Cut Panels
4779,2018,2018 Fleer Ultra X-Men,Comic Cut Panels Dual
4780,2018,2018 Fleer Ultra X-Men,Connected Images 11x14 Litho Auto Redemptions
4781,2018,2018 Fleer Ultra X-Men,Connected Images 3x3
4782,2018,2018 Fleer Ultra X-Men,Dead and Gone
4783,2018,2018 Fleer Ultra X-Men,Dead and Gone Gold Foil
4784,2018,2018 Fleer Ultra X-Men,Dead and Gone Red Foil Artist Autographs
4785,2018,2018 Fleer Ultra X-Men,Dead and Gone Red Foil Canvas
4786,2018,2018 Fleer Ultra X-Men,Dead and Gone Silver Foil
4787,2018,2018 Fleer Ultra X-Men,Deadpool Around the World
4788,2018,2018 Fleer Ultra X-Men,Deadpool Around the World Gold Foil
4789,2018,2018 Fleer Ultra X-Men,Deadpool Around the World Red Foil Canvas
4790,2018,2018 Fleer Ultra X-Men,Deadpool Around the World Silver Foil
4791,2018,2018 Fleer Ultra X-Men,Gold Foil
4792,2018,2018 Fleer Ultra X-Men,Greatest Battles
4793,2018,2018 Fleer Ultra X-Men,Greatest Battles Gold Foil
4794,2018,2018 Fleer Ultra X-Men,Greatest Battles Red Foil Canvas
4795,2018,2018 Fleer Ultra X-Men,Greatest Battles Silver Foil
4796,2018,2018 Fleer Ultra X-Men,Jambalaya
4797,2018,2018 Fleer Ultra X-Men,Master of Magnetism
4798,2018,2018 Fleer Ultra X-Men,Metal Blasters
4799,2018,2018 Fleer Ultra X-Men,Precious Metal Gems Blue
4800,2018,2018 Fleer Ultra X-Men,Precious Metal Gems Bronze
4801,2018,2018 Fleer Ultra X-Men,Precious Metal Gems Gold
4802,2018,2018 Fleer Ultra X-Men,Precious Metal Gems Green
4803,2018,2018 Fleer Ultra X-Men,Precious Metal Gems Purple
4804,2018,2018 Fleer Ultra X-Men,Precious Metal Gems Red
4805,2018,2018 Fleer Ultra X-Men,Rainbow Foil
4806,2018,2018 Fleer Ultra X-Men,Red Foil Artist Autographs
4807,2018,2018 Fleer Ultra X-Men,Red Foil Canvas
4808,2018,2018 Fleer Ultra X-Men,Silver Foil
4809,2018,2018 Fleer Ultra X-Men,Sketch Artists
4810,2018,2018 Fleer Ultra X-Men,Stax Bottom Layer
4811,2018,2018 Fleer Ultra X-Men,Stax Middle Layer
4812,2018,2018 Fleer Ultra X-Men,Stax Top Layer
4813,2018,2018 Fleer Ultra X-Men,The Originals
4814,2018,2018 Fleer Ultra X-Men,The Originals Gold Foil
4815,2018,2018 Fleer Ultra X-Men,The Originals Red Foil Artist Autographs
4816,2018,2018 Fleer Ultra X-Men,The Originals Red Foil Canvas
4817,2018,2018 Fleer Ultra X-Men,The Originals Silver Foil
4818,2018,2018 Fleer Ultra X-Men,X-Cuts Black
4819,2018,2018 Fleer Ultra X-Men,X-Cuts Blue
4820,2018,2018 Fleer Ultra X-Men,X-Cuts Clear
4821,2018,2018 Fleer Ultra X-Men,X-Cuts Red
4822,2018,2018 Fleer Ultra X-Men,X-Cuts Yellow
4823,2018,2018 Fleer Ultra X-Men,X-Men '92 Gold Foil
4824,2018,2018 Fleer Ultra X-Men,X-Men '92 Rainbow Foil
4825,2018,2018 Fleer Ultra X-Men,X-Men '92 Red Foil Artist Autographs
4826,2018,2018 Fleer Ultra X-Men,X-Men '92 Red Foil Canvas
4827,2018,2018 Fleer Ultra X-Men,X-Men '92 Silver Foil
4828,2018,2018 Fleer Ultra X-Men,X-Men '92 Xavier Variant
4829,2021,2021 SkyBox Metal Universe Marvel X-Men,1995 Marvel Metal Buybacks
4830,2021,2021 SkyBox Metal Universe Marvel X-Men,Arc Weld
4831,2021,2021 SkyBox Metal Universe Marvel X-Men,Black
4832,2021,2021 SkyBox Metal Universe Marvel X-Men,Blast Furnace
4833,2021,2021 SkyBox Metal Universe Marvel X-Men,Blue
4834,2021,2021 SkyBox Metal Universe Marvel X-Men,Comic Cuts Clipping
4835,2021,2021 SkyBox Metal Universe Marvel X-Men,Comic Cuts Masterworks Clipping Autographs
4836,2021,2021 SkyBox Metal Universe Marvel X-Men,Etch Sketch
4837,2021,2021 SkyBox Metal Universe Marvel X-Men,Geodes
4838,2021,2021 SkyBox Metal Universe Marvel X-Men,Gold
4839,2021,2021 SkyBox Metal Universe Marvel X-Men,Gold Buillon
4840,2021,2021 SkyBox Metal Universe Marvel X-Men,Grandiose
4841,2021,2021 SkyBox Metal Universe Marvel X-Men,Palladium
4842,2021,2021 SkyBox Metal Universe Marvel X-Men,Pink
4843,2021,2021 SkyBox Metal Universe Marvel X-Men,Planet Metal
4844,2021,2021 SkyBox Metal Universe Marvel X-Men,Planet Metal Copper
4845,2021,2021 SkyBox Metal Universe Marvel X-Men,Planet Metal Gold
4846,2021,2021 SkyBox Metal Universe Marvel X-Men,Planet Metal Platinum
4847,2021,2021 SkyBox Metal Universe Marvel X-Men,Platinum Portraits
4848,2021,2021 SkyBox Metal Universe Marvel X-Men,Precious Metal Gems Green
4849,2021,2021 SkyBox Metal Universe Marvel X-Men,Precious Metal Gems Red
4850,2021,2021 SkyBox Metal Universe Marvel X-Men,Purely Periodic
4851,2021,2021 SkyBox Metal Universe Marvel X-Men,Purple FX
4852,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,A Cosmic Journey
4853,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,A Cosmic Journey Black & White
4854,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,A Cosmic Journey Printing Plates Black
4855,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,A Cosmic Journey Printing Plates Cyan
4856,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,A Cosmic Journey Printing Plates Magenta
4857,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,A Cosmic Journey Printing Plates Yellow
4858,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Allegiance Booklets Autographs
4859,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Avengers Red & Blue
4860,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,AvX Achievements
4861,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Black & White
4862,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Blue Rainbow
4863,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Chapters
4864,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Chapters Autographs
4865,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Chapters Black & White
4866,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Chapters Canvas
4867,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Chapters Gold Aurum
4868,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Chapters Rainbow
4869,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Clash Panels Comic Clippings Booklets
4870,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Collision Event A-X Babies Lenticulars
4871,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Collision Event Lenticulars
4872,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Comic Covers
4873,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Comic Covers Black & White
4874,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Comic Covers Printing Plates Black
4875,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Comic Covers Printing Plates Cyan
4876,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Comic Covers Printing Plates Magenta
4877,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Comic Covers Printing Plates Yellow
4878,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Cosmic Red & Gold
4879,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Gold Aurum
4880,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Green Reality
4881,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Head to Head Comic Clippings
4882,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Jean Grey Puzzle
4883,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Orange Power
4884,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Protectors of Utopia
4885,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Purple Cosmic
4886,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Rainbow
4887,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Red Rainbow
4888,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Sketch Artists
4889,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Spectromatic History Blue
4890,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Spectromatic History Green
4891,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Spectromatic History Orange
4892,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Spectromatic History Purple
4893,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Spectromatic History Red
4894,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Story of Hope Summers
4895,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Story of Hope Summers Black & White
4896,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Story of Hope Summers Pprinting Plates Black
4897,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Story of Hope Summers Pprinting Plates Cyan
4898,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Story of Hope Summers Pprinting Plates Magenta
4899,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Story of Hope Summers Pprinting Plates Yellow
4900,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,To Save Earth
4901,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,Turning Point Holograms
4902,2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,X-Men Blue & Yellow
4903,2024,2024 Upper Deck X-Men ‘97 SDCC,Foilboard
4904,2024,2024 Upper Deck X-Men ‘97 SDCC,Gold Foilboard
4905,2025,2025 Topps Chrome Marvel,X-Men Giant Size 50th Anniversary
4906,2025,2025 Topps Chrome Marvel,X-Men Giant Size 50th Anniversary Black
4907,2025,2025 Topps Chrome Marvel,X-Men Giant Size 50th Anniversary Gold Wave
4908,2025,2025 Topps Chrome Marvel,X-Men Giant Size 50th Anniversary Orange
4909,2025,2025 Topps Chrome Marvel,X-Men Giant Size 50th Anniversary Red Wave
4910,2025,2025 Topps Chrome Marvel,X-Men Giant Size 50th Anniversary SuperFractor
4911,2025,2025 Topps Finest X-Men '97,Children of the Atom
4912,2025,2025 Topps Finest X-Men '97,Children of the Atom SuperFractor
4913,2025,2025 Topps Finest X-Men '97,Da Nanana Naaaa
4914,2025,2025 Topps Finest X-Men '97,Da Nanana Naaaa Mini Diamonds Refractor
4915,2025,2025 Topps Finest X-Men '97,Da Nanana Naaaa Mojo Refractor
4916,2025,2025 Topps Finest X-Men '97,Da Nanana Naaaa SuperFractor
4917,2025,2025 Topps Finest X-Men '97,Da Nanana Naaaa Wave Refractor
4918,2025,2025 Topps Finest X-Men '97,Gold Refractor
4919,2025,2025 Topps Finest X-Men '97,Greatest Hits
4920,2025,2025 Topps Finest X-Men '97,Greatest Hits Gold Refractor
4921,2025,2025 Topps Finest X-Men '97,Greatest Hits Laser Refractor
4922,2025,2025 Topps Finest X-Men '97,Greatest Hits Orange Refractor
4923,2025,2025 Topps Finest X-Men '97,Greatest Hits Red Refractor
4924,2025,2025 Topps Finest X-Men '97,Greatest Hits SuperFractor
4925,2025,2025 Topps Finest X-Men '97,Greatest Hits X-Fractor
4926,2025,2025 Topps Finest X-Men '97,Laser Refractor
4927,2025,2025 Topps Finest X-Men '97,Morph
4928,2025,2025 Topps Finest X-Men '97,Omega Level
4929,2025,2025 Topps Finest X-Men '97,Omega Level SuperFractor
4930,2025,2025 Topps Finest X-Men '97,Orange Refractor
4931,2025,2025 Topps Finest X-Men '97,Previously on X-Men
4932,2025,2025 Topps Finest X-Men '97,Previously on X-Men Gold Refractor
4933,2025,2025 Topps Finest X-Men '97,Previously on X-Men Laser Refractor
4934,2025,2025 Topps Finest X-Men '97,Previously on X-Men Orange Refractor
4935,2025,2025 Topps Finest X-Men '97,Previously on X-Men Red Refractor
4936,2025,2025 Topps Finest X-Men '97,Previously on X-Men SuperFractor
4937,2025,2025 Topps Finest X-Men '97,Previously on X-Men X-Fractor
4938,2025,2025 Topps Finest X-Men '97,Red Refractor
4939,2025,2025 Topps Finest X-Men '97,Refractor
4940,2025,2025 Topps Finest X-Men '97,Remember It
4941,2025,2025 Topps Finest X-Men '97,Remember It Laser Refractor
4942,2025,2025 Topps Finest X-Men '97,Remember It SuperFractor
4943,2025,2025 Topps Finest X-Men '97,Remember It X-Fractor
4944,2025,2025 Topps Finest X-Men '97,Sentinels’ Scan
4945,2025,2025 Topps Finest X-Men '97,Sentinels’ Scan Gold Refractor
4946,2025,2025 Topps Finest X-Men '97,Sentinels’ Scan Orange Refractor
4947,2025,2025 Topps Finest X-Men '97,Sentinels’ Scan Red Refractor
4948,2025,2025 Topps Finest X-Men '97,Sentinels’ Scan SuperFractor
4949,2025,2025 Topps Finest X-Men '97,Sentinels’ Scan X-Fractor
4950,2025,2025 Topps Finest X-Men '97,Sketch Artists
4951,2025,2025 Topps Finest X-Men '97,SuperFractor
4952,2025,2025 Topps Finest X-Men '97,Tribute to Finest ‘97
4953,2025,2025 Topps Finest X-Men '97,Tribute to Finest ‘97 SuperFractor
4954,2025,2025 Topps Finest X-Men '97,X-Fractor
4955,1991,1991 Comic Images X-Men,Autographed
4956,1992,1992 Comic Images Spider-Man II: 30th Anniversary 1962-1992,Prisms
4957,1992,1992 Comic Images Spider-Man: The McFarlane Era,Prisms
4958,1992,1992 Impel The Uncanny X-Men,Hologram
4959,1992,1992 Impel The Uncanny X-Men,Jim Lee Autographs
4960,1992,1992 Impel The Uncanny X-Men,Nelsonic
4961,1992,1992 Impel The Uncanny X-Men,Promos
4962,1992,1992 Impel The Uncanny X-Men,Toy Biz
4963,1993,1993 Diamond X-Men Animated Series Stickers,Clear Animation
4964,1993,1993 SkyBox Demolition Man,Foil
4965,1993,1993 SkyBox Marvel Masterpieces,X-Men 2099 Dyna-Etch
4966,1993,1993 SkyBox X-Men Series 2,Gold Foil
4967,1993,1993 SkyBox X-Men Series 2,Holithogram Cards
4968,1994,1994 Fleer The Amazing Spider-Man,Gold Web Foils
4969,1994,1994 Fleer The Amazing Spider-Man,Gold Web Foils (Walmart)
4970,1994,1994 Fleer The Amazing Spider-Man,Holograms
4971,1994,1994 Fleer The Amazing Spider-Man,Masterprints
4972,1994,1994 Fleer The Amazing Spider-Man,Promos
4973,1994,1994 Fleer The Amazing Spider-Man,Suspended Animation
4974,1994,1994 Ultra X-Men,3-Up Panels
4975,1994,1994 Ultra X-Men,Fatal Attractions
4976,1994,1994 Ultra X-Men,Promo Card Panels
4977,1994,1994 Ultra X-Men,Sega Game Gear
4978,1994,1994 Ultra X-Men,Silver X-Overs
4979,1994,1994 Ultra X-Men,Team Portrait
4980,1994,1994 Ultra X-Men,Team Triptych
4981,1994,1994 Ultra X-Men,Ultra-Print
4982,1994,1994 Ultra X-Men,X-Men's Greatest Battles
4983,1995,1995 Fleer Ultra Spider-Man,ClearChrome
4984,1995,1995 Fleer Ultra Spider-Man,Gold Foil Signature Series
4985,1995,1995 Fleer Ultra Spider-Man,Golden Web
4986,1995,1995 Fleer Ultra Spider-Man,HoloBlast
4987,1995,1995 Fleer Ultra Spider-Man,Masterpieces
4988,1995,1995 Fleer Ultra Spider-Man,UltraPrint
4989,1995,1995 Fleer Ultra X-Men,Capcom Luck of the Drawn
4990,1995,1995 Fleer Ultra X-Men,Hunters & Stalkers Gold
4991,1995,1995 Fleer Ultra X-Men,Hunters & Stalkers Rainbow
4992,1995,1995 Fleer Ultra X-Men,Hunters & Stalkers Silver
4993,1995,1995 Fleer Ultra X-Men,Promos
4994,1995,1995 Fleer Ultra X-Men,Sinister Observations
4995,1995,1995 Fleer Ultra X-Men,Suspended Animation
4996,1995,1995 Fleer Ultra X-Men,Suspended Animation Toy Biz
4997,1995,1995 Fleer Ultra X-Men,Ultraprint
4998,1995,1995 Panini Spider-Man Stickers,Foil
4999,1995,1995 Ultra X-Men Chromium,Alternate X
5000,1995,1995 Ultra X-Men Chromium,Gold Signature
5001,1995,1995 Ultra X-Men Chromium,Lethal Weapons
5002,1995,1995 Ultra X-Men Chromium,Promos
5003,1996,1996 SkyBox Premium Spider-Man,Canvas
5004,1996,1996 SkyBox Premium Spider-Man,Eternal Evil Holomotion
5005,1996,1996 SkyBox Premium Spider-Man,Onslaught Previews
5006,1996,1996 Ultra X-Men Wolverine,Holoflash Foil
5007,1996,1996 Ultra X-Men Wolverine,Mirage
5008,1997,1997 Fleer Spider-Man,Marvel OverPower Characters
5009,1997,1997 Fleer Spider-Man,Marvel OverPower Mission Age of Apocalypse
5010,1997,1997 Fleer Spider-Man,Marvel OverPower Mission Annihilation Affair
5011,1997,1997 Fleer Spider-Man,Marvel OverPower Mission Fatal Attractions
5012,1997,1997 Fleer Spider-Man,Marvel OverPower Mission Infestation Incident
5013,1997,1997 Fleer Spider-Man,Marvel OverPower Mission Infinity Gauntlet
5014,1997,1997 Fleer Spider-Man,Marvel OverPower Mission Maximum Carnage
5015,1997,1997 Fleer Spider-Man,Marvel OverPower Power
5016,1997,1997 Fleer Spider-Man,Marvel OverPower Special Characters
5017,1997,1997 Fleer Spider-Man,Marvel OverPower Universe
5018,1997,1997 Fleer/SkyBox X-Men,Temporary Tattoos
5019,1997,1997 Fleer/SkyBox X-Men '97 Timelines,Deadpool Party
5020,1997,1997 Fleer/SkyBox X-Men '97 Timelines,New Recruits
5021,1997,1997 Fleer/SkyBox X-Men '97 Timelines,Wanted Poster
5022,1997,1997 Fleer/SkyBox X-Men 2099 Oasis,Chromium
5023,1997,1997 Ultra Spider-Man,Blue Foil
5024,1997,1997 Ultra Spider-Man,Sketchagraph
5025,2000,2000 Topps X-Men The Movie,Autographs
5026,2000,2000 Topps X-Men The Movie,Chrome
5027,2000,2000 Topps X-Men The Movie,Clear Cling
5028,2000,2000 Topps X-Men The Movie,Movie Memorabilia
5029,2000,2000 Topps X-Men The Movie,Promos
5030,2000,2000 Topps X-Men The Movie,X-Foil
5031,2001,2001 Topps Marvel Legends,Spider-Man Ultimate Foil
5032,2002,2002 FilmCardz Spider-Man,Autographs
5033,2002,2002 FilmCardz Spider-Man,Hobby
5034,2002,2002 FilmCardz Spider-Man,Promos
5035,2002,2002 FilmCardz Spider-Man,Rare
5036,2002,2002 FilmCardz Spider-Man,Retail
5037,2002,2002 FilmCardz Spider-Man,Ultra-Rare
5038,2002,2002 Topps Spider-Man,Holograms
5039,2002,2002 Topps Spider-Man,Promos
5040,2002,2002 Topps Spider-Man,Spider-Sense Glow Puzzle
5041,2002,2002 Topps Spider-Man,Web-Shooter Clear
5042,2002,2002 Topps Spider-Man,Web-Tech Foil
5043,2003,2003 Topps X2: X-Men United,Autographs
5044,2003,2003 Topps X2: X-Men United,Promo
5045,2003,2003 Topps X2: X-Men United,X-Citing Clear
5046,2003,2003 Topps X2: X-Men United,X-Treme Foil
5047,2003,2003 Topps X2: X-Men United,X2 Movie Memorabilia
5048,2004,2004 Panini Spider-Man 2 Stickers,Foil Stickers
5049,2004,2004 Upper Deck Spider-Man 2,Lenticular Cards
5050,2006,2006 Rittenhouse XIII: X-Men The Last Stand,Art and Images
5051,2006,2006 Rittenhouse XIII: X-Men The Last Stand,Autographs
5052,2006,2006 Rittenhouse XIII: X-Men The Last Stand,Casting Call
5053,2006,2006 Rittenhouse XIII: X-Men The Last Stand,Promos
5054,2006,2006 Rittenhouse XIII: X-Men The Last Stand,SketchaFEX
5055,2006,2006 Rittenhouse XIII: X-Men The Last Stand,Take a Stand
5056,2006,2006 Rittenhouse XIII: X-Men The Last Stand,Wolverine: Portraits of a Hero
5057,2007,2007 Rittenhouse Spider-Man 3,Autographs
5058,2007,2007 Rittenhouse Spider-Man 3,Behind-the-Scenes
5059,2007,2007 Rittenhouse Spider-Man 3,Dealer Incentive Sketches
5060,2007,2007 Rittenhouse Spider-Man 3,Promos
5061,2007,2007 Rittenhouse Spider-Man 3,Spider-Man Black Costume
5062,2007,2007 Rittenhouse Spider-Man 3,Spider-Man Red/Blue
5063,2007,2007 Rittenhouse Spider-Man 3,The Goblin
5064,2007,2007 Rittenhouse Spider-Man 3,The Sandman
5065,2007,2007 Rittenhouse Spider-Man 3,Venom
5066,2007,2007 SkyBox Marvel Masterpieces,Spider-Man
5067,2007,2007 SkyBox Marvel Masterpieces,Spider-Man Foil
5068,2007,2007 SkyBox Marvel Masterpieces,X-Men
5069,2007,2007 SkyBox Marvel Masterpieces,X-Men Foil
5070,2008,2008 Rittenhouse Iron Man,Armored Hero
5071,2008,2008 Rittenhouse Iron Man,Autographs
5072,2008,2008 Rittenhouse Iron Man,Casting Call
5073,2008,2008 Rittenhouse Iron Man,Costumes
5074,2008,2008 Rittenhouse Iron Man,Incentives
5075,2008,2008 Rittenhouse Iron Man,Iron Man Archives (Tales of Suspense)
5076,2008,2008 Rittenhouse Iron Man,Promos
5077,2008,2008 Rittenhouse Iron Man,SketchaFEX
5078,2008,2008 Upper Deck Marvel Masterpieces Set 3,X-Men Secret Identities
5079,2009,2009 Rittenhouse Spider-Man Archives,Allies Painted Art
5080,2009,2009 Rittenhouse Spider-Man Archives,Case Topper
5081,2009,2009 Rittenhouse Spider-Man Archives,Foil
5082,2009,2009 Rittenhouse Spider-Man Archives,Promos
5083,2009,2009 Rittenhouse Spider-Man Archives,Rogues Gallery
5084,2009,2009 Rittenhouse Spider-Man Archives,Sketches
5085,2009,2009 Rittenhouse Spider-Man Archives,Swinging-Into- Action
5086,2009,2009 Rittenhouse X-Men Archives,Case Toppers
5087,2009,2009 Rittenhouse X-Men Archives,Legendary Heroes
5088,2009,2009 Rittenhouse X-Men Archives,Multiple-Case Purchase Incentive Sketches
5089,2009,2009 Rittenhouse X-Men Archives,Nemesis
5090,2009,2009 Rittenhouse X-Men Archives,Promos
5091,2009,2009 Rittenhouse X-Men Archives,Ready for Action
5092,2009,2009 Rittenhouse X-Men Archives,Sketches
5093,2009,2009 Rittenhouse X-Men Origins: Wolverine,Autograph
5094,2009,2009 Rittenhouse X-Men Origins: Wolverine,Casting Call
5095,2009,2009 Rittenhouse X-Men Origins: Wolverine,Classic Confrontations
5096,2009,2009 Rittenhouse X-Men Origins: Wolverine,Promos
5097,2009,2009 Rittenhouse X-Men Origins: Wolverine,Sketches
5098,2009,2009 Rittenhouse X-Men Origins: Wolverine,Wolverine Archives
5099,2010,2010 Upper Deck Iron Man 2,Actors Die Cut
5100,2010,2010 Upper Deck Iron Man 2,Armored Embossed
5101,2010,2010 Upper Deck Iron Man 2,Autographs
5102,2010,2010 Upper Deck Iron Man 2,Comic Covers
5103,2010,2010 Upper Deck Iron Man 2,Memorabilia
5104,2010,2010 Upper Deck Iron Man 2,Sketch Cards
5105,2011,2011 Upper Deck Marvel Beginnings S1,X-Men Die Cut
5106,2012,2012 Rittenhouse Amazing Spider-Man Movie,Costume Relics
5107,2012,2012 Upper Deck Marvel Beginnings S2,X-Men Hologram
5108,2013,2013 Fleer Retro Marvel ,Ultra X-Men
5109,2013,2013 Rittenhouse Marvel Greatest Battles,Avengers Vs X-Men
5110,2013,2013 Rittenhouse The Complete Bionic Collection,Six Million Dollar Man Autographs
5111,2013,2013 Upper Deck Iron Man 3,Actor Autographs
5112,2013,2013 Upper Deck Iron Man 3,Artist Proof Sketch Cards
5113,2013,2013 Upper Deck Iron Man 3,Artist Sketch
5114,2013,2013 Upper Deck Iron Man 3,Comic Creator Autographs
5115,2013,2013 Upper Deck Iron Man 3,Hall of Armor Clear Acetate
5116,2013,2013 Upper Deck Iron Man 3,Heroic Threads Dual
5117,2013,2013 Upper Deck Iron Man 3,Heroic Threads Quad
5118,2013,2013 Upper Deck Iron Man 3,Heroic Threads Single
5119,2013,2013 Upper Deck Iron Man 3,Heroic Threads Triple
5120,2013,2013 Upper Deck Iron Man 3,Palladium Poisoned Foil
5121,2013,2013 Upper Deck Iron Man 3,Printing Plate Black
5122,2013,2013 Upper Deck Iron Man 3,Printing Plate Cyan
5123,2013,2013 Upper Deck Iron Man 3,Printing Plate Magenta
5124,2013,2013 Upper Deck Iron Man 3,Printing Plate Yellow
5125,2013,2013 Upper Deck Iron Man 3,Stickers
5126,2014,2014 Panini Marvel Ultimate Spider-Man Stickers,Special Stickers
5127,2014,2014 Rittenhouse Marvel 75th Anniversary,X-Men Evolution
5128,2014,2014 Rittenhouse Marvel 75th Anniversary,X-Men Evolution Gold
5129,2015,2015 Fleer Retro Marvel,1992 Impel Uncanny X-Men
5130,2015,2015 Fleer Retro Marvel,1992 Impel Uncanny X-Men Printing Plate Black
5131,2015,2015 Fleer Retro Marvel,1992 Impel Uncanny X-Men Printing Plate Cyan
5132,2015,2015 Fleer Retro Marvel,1992 Impel Uncanny X-Men Printing Plate Magenta
5133,2015,2015 Fleer Retro Marvel,1992 Impel Uncanny X-Men Printing Plate Yellow
5134,2015,2015 Fleer Retro Marvel,Autographs 1992 Impel Uncanny X-Men
5135,2015,2015 Rittenhouse Game of Thrones Season 4,Valar Morghulis (All Men Must Die)
5136,2015,2015 Upper Deck Marvel Ant-Man,Ant Construction
5137,2015,2015 Upper Deck Marvel Ant-Man,Ant Heritage
5138,2015,2015 Upper Deck Marvel Ant-Man,Behind the Lens
5139,2015,2015 Upper Deck Marvel Ant-Man,Bite Sized Team-Ups
5140,2015,2015 Upper Deck Marvel Ant-Man,Blueprints Dual Actor Autographs
5141,2015,2015 Upper Deck Marvel Ant-Man,Bronze
5142,2015,2015 Upper Deck Marvel Ant-Man,Pym Particles Double Character Memorabilia
5143,2015,2015 Upper Deck Marvel Ant-Man,Pym Particles Triple Character Memorabilia
5144,2015,2015 Upper Deck Marvel Ant-Man,Sketch Artists
5145,2015,2015 Upper Deck Marvel Ant-Man,The Professionals
5146,2016,2016 Bench Warmer Dreamgirls Preview,Bedtime Men's Shirt Swatch
5147,2016,2016 Upper Deck Captain America Civil War,Team Iron Man Bios
5148,2016,2016 Upper Deck Marvel Annual,New Alliances: Team Captain Marvel / Iron Man
