Set Number,Set Year,Main Set Name,Sub Set Name
3359,2024,2024 Finding Unicorn Marvel Comics Universe Evolution,Purple  
3360,2024,2024 Finding Unicorn Marvel Comics Universe Evolution,Rainbow  
3361,2024,2024 Finding Unicorn Marvel Comics Universe Evolution,Red  
3362,2024,2024 Finding Unicorn Marvel Comics Universe Evolution,Spotlight  
3363,2024,2024 Finding Unicorn Marvel Comics Universe Evolution,Spotlight Limited Edition  
3364,2024,2024 Finding Unicorn Marvel Comics Universe Evolution,Team-Ups  
3365,2024,2024 Finding Unicorn Marvel Comics Universe Evolution,Team-Ups Gold  
3366,2024,2024 Finding Unicorn Marvel Thor Thunder Series,  
3367,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,  
3368,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,1961-62 Fleer Blue  
3369,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,1961-62 Fleer Green  
3370,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,1961-62 Fleer Orange  
3371,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,1961-62 Fleer Purple  
3372,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,1961-62 Fleer Red  
3373,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,1963 Fleer Blue  
3374,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,1963 Fleer Green  
3375,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,1963 Fleer Orange  
3376,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,1963 Fleer Purple  
3377,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,1963 Fleer Red  
3378,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,Comics Greatest Spider-Man Achievements  
3379,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,In Action  
3380,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,Printing Plate Black  
3381,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,Printing Plate Cyan  
3382,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,Printing Plate Magenta  
3383,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,Printing Plate Yellow  
3384,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,Prototypes of the Past  
3385,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,Sketches  
3386,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,Sketches Achievements  
3387,2024,2024 Fleer Throwbacks '59-63 Marvel Edition,Stickers  
3388,2024,2024 Fleer Ultra Matriarchs of Marvel,  
3389,2024,2024 Fleer Ultra Matriarchs of Marvel,3x3  
3390,2024,2024 Fleer Ultra Matriarchs of Marvel,A-Force  
3391,2024,2024 Fleer Ultra Matriarchs of Marvel,Better Halves  
3392,2024,2024 Fleer Ultra Matriarchs of Marvel,Black Foil  
3393,2024,2024 Fleer Ultra Matriarchs of Marvel,Blue Foil  
3394,2024,2024 Fleer Ultra Matriarchs of Marvel,Collectible Covers  
3395,2024,2024 Fleer Ultra Matriarchs of Marvel,Fully Equipped  
3396,2024,2024 Fleer Ultra Matriarchs of Marvel,Genetics  
3397,2024,2024 Fleer Ultra Matriarchs of Marvel,Gold Spectrum Foil  
3398,2024,2024 Fleer Ultra Matriarchs of Marvel,Green Foil Autographs  
3399,2024,2024 Fleer Ultra Matriarchs of Marvel,Light Blue Foil  
3400,2024,2024 Fleer Ultra Matriarchs of Marvel,Medallions  
3401,2024,2024 Fleer Ultra Matriarchs of Marvel,Medallions Emerald Green  
3402,2024,2024 Fleer Ultra Matriarchs of Marvel,Medallions Gold  
3403,2024,2024 Fleer Ultra Matriarchs of Marvel,Medallions Opal Black  
3404,2024,2024 Fleer Ultra Matriarchs of Marvel,Medallions Platinum  
3405,2024,2024 Fleer Ultra Matriarchs of Marvel,Medallions Purple Amethyst  
3406,2024,2024 Fleer Ultra Matriarchs of Marvel,Medallions Ruby Red  
3407,2024,2024 Fleer Ultra Matriarchs of Marvel,Medallions Sapphire Blue  
3408,2024,2024 Fleer Ultra Matriarchs of Marvel,Medallions Titian  
3409,2024,2024 Fleer Ultra Matriarchs of Marvel,Orange Foil  
3410,2024,2024 Fleer Ultra Matriarchs of Marvel,Pop Culture  
3411,2024,2024 Fleer Ultra Matriarchs of Marvel,Printing Plates Black  
3412,2024,2024 Fleer Ultra Matriarchs of Marvel,Printing Plates Cyan  
3413,2024,2024 Fleer Ultra Matriarchs of Marvel,Printing Plates Magenta  
3414,2024,2024 Fleer Ultra Matriarchs of Marvel,Printing Plates Yellow  
3415,2024,2024 Fleer Ultra Matriarchs of Marvel,Purple Foil  
3416,2024,2024 Fleer Ultra Matriarchs of Marvel,Red Foil  
3417,2024,2024 Fleer Ultra Matriarchs of Marvel,Screen Queens  
3418,2024,2024 Fleer Ultra Matriarchs of Marvel,Silver Spectrum Foil  
3419,2024,2024 Fleer Ultra Matriarchs of Marvel,Sketch Artists  
3420,2024,2024 Fleer Ultra Matriarchs of Marvel,Ultrabilities  
3421,2024,2024 Fleer Ultra Matriarchs of Marvel,Women of the Web  
3422,2024,2024 Fleer Ultra Matriarchs of Marvel,Women of the Web Red  
3423,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,  
3424,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,E.D.I.T.H. Die Cuts  
3425,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,Final Frames  
3426,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,Joyfulness  
3427,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,Joyfulness Gold  
3428,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,Mirage Diamond  
3429,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,Posters  
3430,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,Signatures  
3431,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,Signatures Gold  
3432,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,Spider-Man Green Gem  
3433,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,Spider-Man Red Gem  
3434,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,SR  
3435,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,USR  
3436,2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man,Web Die Cuts  
3437,2024,2024 Loblaw Marvel: Go on a Mission in the Loblaw Universe,  
3438,2024,2024 Loblaw Marvel: Pars en Mission,  
3439,2024,2024 Marvel Blood Hunt,  
3440,2024,2024 SkyBox Marvel Masterpieces XL,  
3441,2024,2024 SkyBox Marvel Masterpieces XL,Battle Spectrum  
3442,2024,2024 SkyBox Marvel Masterpieces XL,Battle Spectrum Gems  
3443,2024,2024 SkyBox Marvel Masterpieces XL,Epic Purple Foil  
3444,2024,2024 SkyBox Marvel Masterpieces XL,Gold Foil  
3445,2024,2024 SkyBox Marvel Masterpieces XL,Holofoil  
3446,2024,2024 SkyBox Marvel Masterpieces XL,Holofoil Kaleidoscope  
3447,2024,2024 SkyBox Marvel Masterpieces XL,Holofoil Speckle  
3448,2024,2024 SkyBox Marvel Masterpieces XL,Legendary Orange Foil  
3449,2024,2024 SkyBox Marvel Masterpieces XL,Mirage  
3450,2024,2024 SkyBox Marvel Masterpieces XL,Silver Spectrum  
3451,2024,2024 SkyBox Marvel Masterpieces XL,Sketch Artists  
3452,2024,2024 SkyBox Marvel Masterpieces XL,What If  
3453,2024,2024 SkyBox Marvel Masterpieces XL,What If Gold Foil  
3454,2024,2024 SkyBox Marvel Masterpieces XL,What If Silver Spectrum  
3455,2024,2024 SkyBox Marvel Masterpieces XL,Yellow Printing Plates  
3456,2024,2024 SkyBox Metal Universe Marvel Avengers,  
3457,2024,2024 SkyBox Metal Universe Marvel Avengers,A Soldier’s Metal  
3458,2024,2024 SkyBox Metal Universe Marvel Avengers,A-Force Gold Rave  
3459,2024,2024 SkyBox Metal Universe Marvel Avengers,A-Force Mighty Rave  
3460,2024,2024 SkyBox Metal Universe Marvel Avengers,A-Force Rave  
3461,2024,2024 SkyBox Metal Universe Marvel Avengers,A-Force Super Rave  
3462,2024,2024 SkyBox Metal Universe Marvel Avengers,Arc Weld  
3463,2024,2024 SkyBox Metal Universe Marvel Avengers,Blast Furnace  
3464,2024,2024 SkyBox Metal Universe Marvel Avengers,Bronze FX  
3465,2024,2024 SkyBox Metal Universe Marvel Avengers,Comic Cuts  
3466,2024,2024 SkyBox Metal Universe Marvel Avengers,Comic Cuts Autographs  
3467,2024,2024 SkyBox Metal Universe Marvel Avengers,Comic Cuts Cover 16-Piece Puzzle Achievements  
3468,2024,2024 SkyBox Metal Universe Marvel Avengers,Copper FX  
3469,2024,2024 SkyBox Metal Universe Marvel Avengers,Geodes  
3470,2024,2024 SkyBox Metal Universe Marvel Avengers,Gold FX  
3471,2024,2024 SkyBox Metal Universe Marvel Avengers,Grandiose  
3472,2024,2024 SkyBox Metal Universe Marvel Avengers,Intimidation Nation  
3473,2024,2024 SkyBox Metal Universe Marvel Avengers,Metalheads  
3474,2024,2024 SkyBox Metal Universe Marvel Avengers,Metalheads Black  
3475,2024,2024 SkyBox Metal Universe Marvel Avengers,Metal-X  
3476,2024,2024 SkyBox Metal Universe Marvel Avengers,Orange FX  
3477,2024,2024 SkyBox Metal Universe Marvel Avengers,Palladium  
3478,2024,2024 SkyBox Metal Universe Marvel Avengers,Palladium Emerald  
3479,2024,2024 SkyBox Metal Universe Marvel Avengers,Palladium Gold  
3480,2024,2024 SkyBox Metal Universe Marvel Avengers,Pink FX  
3481,2024,2024 SkyBox Metal Universe Marvel Avengers,Planet Metal Iron Armor  
3482,2024,2024 SkyBox Metal Universe Marvel Avengers,Planet Metal Iron Armor Copper  
3483,2024,2024 SkyBox Metal Universe Marvel Avengers,Planet Metal Iron Armor Gold  
3484,2024,2024 SkyBox Metal Universe Marvel Avengers,Planet Metal Iron Armor Platinum  
3485,2024,2024 SkyBox Metal Universe Marvel Avengers,Platinium Portraits  
3486,2024,2024 SkyBox Metal Universe Marvel Avengers,Precious Metal Gems Blue  
3487,2024,2024 SkyBox Metal Universe Marvel Avengers,Precious Metal Gems Gold  
3488,2024,2024 SkyBox Metal Universe Marvel Avengers,Precious Metal Gems Green  
3489,2024,2024 SkyBox Metal Universe Marvel Avengers,Precious Metal Gems Red  
3490,2024,2024 SkyBox Metal Universe Marvel Avengers,Precious Metal Gems White Diamond  
3491,2024,2024 SkyBox Metal Universe Marvel Avengers,Printing Plate Black  
3492,2024,2024 SkyBox Metal Universe Marvel Avengers,Printing Plate Cyan  
3493,2024,2024 SkyBox Metal Universe Marvel Avengers,Printing Plate Magenta  
3494,2024,2024 SkyBox Metal Universe Marvel Avengers,Printing Plate Yellow  
3495,2024,2024 SkyBox Metal Universe Marvel Avengers,Purely Periodic  
3496,2024,2024 SkyBox Metal Universe Marvel Avengers,Purely Periodic Metalloids  
3497,2024,2024 SkyBox Metal Universe Marvel Avengers,Purple FX  
3498,2024,2024 SkyBox Metal Universe Marvel Avengers,Retro  
3499,2024,2024 SkyBox Metal Universe Marvel Avengers,Retro Precious Metal Gems Blue  
3500,2024,2024 SkyBox Metal Universe Marvel Avengers,Retro Precious Metal Gems Gold  
3501,2024,2024 SkyBox Metal Universe Marvel Avengers,Retro Precious Metal Gems Green  
3502,2024,2024 SkyBox Metal Universe Marvel Avengers,Retro Precious Metal Gems Purple  
3503,2024,2024 SkyBox Metal Universe Marvel Avengers,Retro Precious Metal Gems Red  
3504,2024,2024 SkyBox Metal Universe Marvel Avengers,Retro Spectrum Achievements  
3505,2024,2024 SkyBox Metal Universe Marvel Avengers,Retro White Diamond Achievements  
3506,2024,2024 SkyBox Metal Universe Marvel Avengers,Sketch Cards  
3507,2024,2024 SkyBox Metal Universe Marvel Avengers,Spectrum FX  
3508,2024,2024 The Marvel Art of Russell Dauterman,  
3509,2024,2024 Topps Chrome Marvel,  
3510,2024,2024 Topps Chrome Marvel,Avengers Infinity Black Wave Refractor  
3511,2024,2024 Topps Chrome Marvel,Avengers Infinity Red Refractor  
3512,2024,2024 Topps Chrome Marvel,Avengers Infinity SuperFractor  
3513,2024,2024 Topps Chrome Marvel,Black Wave Refractor  
3514,2024,2024 Topps Chrome Marvel,Blue Wave Refractor  
3515,2024,2024 Topps Chrome Marvel,Daredevil 60th Anniversary  
3516,2024,2024 Topps Chrome Marvel,Daredevil 60th Anniversary Black Wave Refractor  
3517,2024,2024 Topps Chrome Marvel,Daredevil 60th Anniversary Gold Refractor  
3518,2024,2024 Topps Chrome Marvel,Daredevil 60th Anniversary Orange Refractor  
3519,2024,2024 Topps Chrome Marvel,Daredevil 60th Anniversary Red Refractor  
3520,2024,2024 Topps Chrome Marvel,Daredevil 60th Anniversary SuperFractor  
3521,2024,2024 Topps Chrome Marvel,Frank Miller Daredevil 60th Anniversary Exclusive Sketch Cards  
3522,2024,2024 Topps Chrome Marvel,Gold Refractor  
3523,2024,2024 Topps Chrome Marvel,Gold Wave Refractor  
3524,2024,2024 Topps Chrome Marvel,Green Gamma Ray Wave Refractor  
3525,2024,2024 Topps Chrome Marvel,Green Refractor  
3526,2024,2024 Topps Chrome Marvel,Human Torch Refractor  
3527,2024,2024 Topps Chrome Marvel,Indestructible Black Lazer Refractor  
3528,2024,2024 Topps Chrome Marvel,Indestructible Red Lazer Refractor  
3529,2024,2024 Topps Chrome Marvel,Indestructible SuperFractor  
3530,2024,2024 Topps Chrome Marvel,Mask Off Black Wave Refractor  
3531,2024,2024 Topps Chrome Marvel,Mask Off Red Refractor  
3532,2024,2024 Topps Chrome Marvel,Mask Off SuperFractor  
3533,2024,2024 Topps Chrome Marvel,Orange Refractor  
3534,2024,2024 Topps Chrome Marvel,Purple Refractor  
3535,2024,2024 Topps Chrome Marvel,Red Refractor  
3536,2024,2024 Topps Chrome Marvel,Red Wave Refractor  
3537,2024,2024 Topps Chrome Marvel,Refractor  
3538,2024,2024 Topps Chrome Marvel,Spider-man Gold  
3539,2024,2024 Topps Chrome Marvel,Spider-man Gold Black Wave Refractor  
3540,2024,2024 Topps Chrome Marvel,Spider-man Gold Gold Refractor  
3541,2024,2024 Topps Chrome Marvel,Spider-man Gold Orange Refractor  
3542,2024,2024 Topps Chrome Marvel,Spider-man Gold Red Refractor  
3543,2024,2024 Topps Chrome Marvel,Spider-man Gold SuperFractor  
3544,2024,2024 Topps Chrome Marvel,Spiderweb Refractor  
3545,2024,2024 Topps Chrome Marvel,SuperFractor  
3546,2024,2024 Topps Chrome Marvel,Thor's Hammer Black Wave Refractor  
3547,2024,2024 Topps Chrome Marvel,Thor's Hammer Red Refractor  
3548,2024,2024 Topps Chrome Marvel,Thor's Hammer SuperFractor  
3549,2024,2024 Topps Chrome Marvel,Topps Patrimony Black Wave Refractor  
3550,2024,2024 Topps Chrome Marvel,Topps Patrimony Red Refractor  
3551,2024,2024 Topps Chrome Marvel,Topps Patrimony SuperFractor  
3552,2024,2024 Topps Chrome Marvel,Wolverine 50th Anniversary (Through the Years) Black Wave Refractor  
3553,2024,2024 Topps Chrome Marvel,Wolverine 50th Anniversary (Through the Years) Red Refractor  
3554,2024,2024 Topps Chrome Marvel,Wolverine 50th Anniversary (Through the Years) SuperFractor  
3555,2024,2024 Topps Chrome Sapphire Edition Marvel,  
3556,2024,2024 Topps Chrome Sapphire Edition Marvel,Black Sapphire  
3557,2024,2024 Topps Chrome Sapphire Edition Marvel,Gold Sapphire  
3558,2024,2024 Topps Chrome Sapphire Edition Marvel,Green Sapphire  
3559,2024,2024 Topps Chrome Sapphire Edition Marvel,Orange Sapphire  
3560,2024,2024 Topps Chrome Sapphire Edition Marvel,Papradascha Sapphire  
